nome_departamento;sigla_departamento;cod_faculdade;cod_materia;periodo_disciplina;prioridade;cod_fluxo
Instituto de Cięncias Sociais                     ;ICS         ;213;135011;1;2;213135011
Instituto de Cięncias Sociais                     ;ICS         ;213;185035;1;3;213185035
Instituto de Cięncias Sociais                     ;ICS         ;213;139190;1;4;213139190
Instituto de Cięncias Sociais                     ;ICS         ;213;132012;1;5;213132012
Instituto de Cięncias Sociais                     ;ICS         ;213;134074;2;6;213134074
Instituto de Cięncias Sociais                     ;ICS         ;213;137553;2;7;213137553
Instituto de Cięncias Sociais                     ;ICS         ;213;132021;2;8;213132021
Instituto de Cięncias Sociais                     ;ICS         ;213;139203;2;9;213139203
Instituto de Cięncias Sociais                     ;ICS         ;213;132039;2;10;213132039
Instituto de Cięncias Sociais                     ;ICS         ;213;135470;3;11;213135470
Instituto de Cięncias Sociais                     ;ICS         ;213;135194;3;12;213135194
Instituto de Cięncias Sociais                     ;ICS         ;213;115011;3;13;213115011
Instituto de Cięncias Sociais                     ;ICS         ;213;185051;3;14;213185051
Instituto de Cięncias Sociais                     ;ICS         ;213;135488;4;15;213135488
Instituto de Cięncias Sociais                     ;ICS         ;213;138282;4;16;213138282
Instituto de Cięncias Sociais                     ;ICS         ;213;134945;5;17;213134945
Instituto de Cięncias Sociais                     ;ICS         ;213;135461;5;18;213135461
Instituto de Cięncias Sociais                     ;ICS         ;213;134953;6;19;213134953
Instituto de Cięncias Sociais                     ;ICS         ;213;134082;6;20;213134082
Instituto de Cięncias Sociais                     ;ICS         ;213;134457;7;21;213134457
Instituto de Cięncias Sociais                     ;ICS         ;213;134180;8;22;213134180
Instituto de Cięncias Sociais                     ;ICS         ;213;139190;1;1;213139190
Instituto de Cięncias Sociais                     ;ICS         ;213;134465;1;2;213134465
Instituto de Cięncias Sociais                     ;ICS         ;213;185035;1;3;213185035
Instituto de Cięncias Sociais                     ;ICS         ;213;135011;1;4;213135011
Instituto de Cięncias Sociais                     ;ICS         ;213;132012;1;5;213132012
Instituto de Cięncias Sociais                     ;ICS         ;213;132021;2;5;213132021
Instituto de Cięncias Sociais                     ;ICS         ;213;134074;2;6;213134074
Instituto de Cięncias Sociais                     ;ICS         ;213;139203;2;7;213139203
Instituto de Cięncias Sociais                     ;ICS         ;213;132039;2;8;213132039
Instituto de Cięncias Sociais                     ;ICS         ;213;134473;3;9;213134473
Instituto de Cięncias Sociais                     ;ICS         ;213;135194;3;10;213135194
Instituto de Cięncias Sociais                     ;ICS         ;213;185051;3;11;213185051
Instituto de Cięncias Sociais                     ;ICS         ;213;135186;4;12;213135186
Instituto de Cięncias Sociais                     ;ICS         ;213;137553;4;13;213137553
Instituto de Cięncias Sociais                     ;ICS         ;213;138282;4;14;213138282
Instituto de Cięncias Sociais                     ;ICS         ;213;135208;5;15;213135208
Instituto de Cięncias Sociais                     ;ICS         ;213;135003;6;16;213135003
Instituto de Cięncias Sociais                     ;ICS         ;213;135232;7;17;213135232
Instituto de Cięncias Sociais                     ;ICS         ;213;135097;8;18;213135097
Instituto de Cięncias Sociais                     ;ICS         ;213;134465;1;1;213134465
Instituto de Cięncias Sociais                     ;ICS         ;213;135011;1;2;213135011
Instituto de Cięncias Sociais                     ;ICS         ;213;185035;1;3;213185035
Instituto de Cięncias Sociais                     ;ICS         ;213;132012;1;4;213132012
Instituto de Cięncias Sociais                     ;ICS         ;213;139190;1;9;213139190
Instituto de Cięncias Sociais                     ;ICS         ;213;132021;2;8;213132021
Instituto de Cięncias Sociais                     ;ICS         ;213;134473;3;12;213134473
Instituto de Cięncias Sociais                     ;ICS         ;213;115011;3;13;213115011
Instituto de Cięncias Sociais                     ;ICS         ;213;137553;4;10;213137553
Instituto de Cięncias Sociais                     ;ICS         ;213;124052;4;15;213124052
Instituto de Cięncias Sociais                     ;ICS         ;213;124044;4;16;213124044
Instituto de Cięncias Sociais                     ;ICS         ;213;132039;4;17;213132039
Instituto de Cięncias Sociais                     ;ICS         ;213;139203;4;18;213139203
Instituto de Cięncias Sociais                     ;ICS         ;213;124087;5;20;213124087
Instituto de Cięncias Sociais                     ;ICS         ;213;185051;5;22;213185051
Instituto de Cięncias Sociais                     ;ICS         ;213;138282;5;23;213138282
Instituto de Cięncias Sociais                     ;ICS         ;213;192015;6;24;213192015
Instituto de Cięncias Sociais                     ;ICS         ;213;194221;6;25;213194221
Instituto de Cięncias Sociais                     ;ICS         ;213;191027;7;27;213191027
Instituto de Cięncias Sociais                     ;ICS         ;213;134627;8;28;213134627
Instituto de Artes                                ;IDA         ;299;197211;1;1;299197211
Instituto de Artes                                ;IDA         ;299;197203;1;2;299197203
Instituto de Artes                                ;IDA         ;299;197220;1;3;299197220
Instituto de Artes                                ;IDA         ;299;197173;1;4;299197173
Instituto de Artes                                ;IDA         ;299;197661;1;5;299197661
Instituto de Artes                                ;IDA         ;299;197670;1;6;299197670
Instituto de Artes                                ;IDA         ;299;197726;2;7;299197726
Instituto de Artes                                ;IDA         ;299;197718;2;8;299197718
Instituto de Artes                                ;IDA         ;299;197688;2;9;299197688
Instituto de Artes                                ;IDA         ;299;197653;2;10;299197653
Instituto de Artes                                ;IDA         ;299;198277;3;11;299198277
Instituto de Artes                                ;IDA         ;299;198269;3;12;299198269
Instituto de Artes                                ;IDA         ;299;198251;3;13;299198251
Instituto de Artes                                ;IDA         ;299;198234;3;14;299198234
Instituto de Artes                                ;IDA         ;299;193348;4;15;299193348
Instituto de Artes                                ;IDA         ;299;193356;4;16;299193356
Instituto de Artes                                ;IDA         ;299;193402;4;17;299193402
Instituto de Artes                                ;IDA         ;299;193364;4;18;299193364
Instituto de Artes                                ;IDA         ;299;193992;4;19;299193992
Instituto de Artes                                ;IDA         ;299;193399;5;20;299193399
Instituto de Artes                                ;IDA         ;299;193330;5;21;299193330
Instituto de Artes                                ;IDA         ;299;193551;5;22;299193551
Instituto de Artes                                ;IDA         ;299;193429;5;23;299193429
Instituto de Artes                                ;IDA         ;299;193526;6;24;299193526
Instituto de Artes                                ;IDA         ;299;193542;6;25;299193542
Instituto de Artes                                ;IDA         ;299;183091;6;26;299183091
Instituto de Artes                                ;IDA         ;299;200441;6;27;299200441
Instituto de Artes                                ;IDA         ;299;193461;7;28;299193461
Instituto de Artes                                ;IDA         ;299;209333;7;29;299209333
Instituto de Artes                                ;IDA         ;299;209325;7;30;299209325
Instituto de Artes                                ;IDA         ;1139;197211;1;1;1139197211
Instituto de Artes                                ;IDA         ;1139;197203;1;2;1139197203
Instituto de Artes                                ;IDA         ;1139;197220;1;3;1139197220
Instituto de Artes                                ;IDA         ;1139;197661;1;4;1139197661
Instituto de Artes                                ;IDA         ;1139;197769;1;5;1139197769
Instituto de Artes                                ;IDA         ;1139;197751;1;6;1139197751
Instituto de Artes                                ;IDA         ;1139;197742;2;7;1139197742
