cod_oferta;turma;vagas_oferecidas;periodo;matricula_professor;cod_materia
675823;B ;35;20182;1112643;192309
675824;C ;35;20182;1112643;192309
675825;A ;35;20182;148326;195057
675826;A ;40;20182;668800;192414
675828;A ;36;20182;744026;192449
675829;B ;36;20182;744026;192449
675830;C ;36;20182;1018787;192449
675831;B ;30;20182;1112627;192481
675832;A ;20;20182;1063901;192970
675833;A ;35;20182;1012401;191311
675834;FE;15;20182;1039229;194689
675837;A ;50;20182;763934;185663
675846;A ;40;20182;1112287;208752
675849;A ;40;20182;1112287;206458
675850;A ;40;20182;1100785;113271
675851;A ;40;20182;1055241;111309
675852;A ;40;20182;1109324;102989
675859;A ;15;20182;1060317;107506
675861;B ;45;20182;1027387;128066
675863;A ;50;20182;1062930;185418
675864;C ;50;20182;1035428;185132
675866;A ;15;20182;146978;154903
675879;C ;5;20182;1064363;194689
675881;F ;3;20182;1012401;194689
675898;E ;5;20182;987131;194751
675902;I ;4;20182;744026;194751
675903;J ;3;20182;1012401;194751
675905;M ;5;20182;1094726;194751
675906;N ;6;20182;127531;194751
675908;I ;5;20182;987131;194760
675912;O ;4;20182;744026;194760
675913;Q ;5;20182;1094726;194760
675927;B ;50;20182;1111264;124052
675928;A ;6;20182;139670;168700
675930;A ;32;20182;989193;128163
675931;D ;25;20182;134660;191108
675942;A ;30;20182;1064771;146439
675945;H ;20;20182;1041975;119148
675947;A ;15;20182;1048449;102806
675948;A ;15;20182;1090313;153915
675949;A ;40;20182;1107305;176541
675950;A ;40;20182;1107305;200751
675951;A ;30;20182;1008625;103691
675952;B ;30;20182;1103393;207454
675961;A ;40;20182;1039504;101877
675966;A ;40;20182;1049437;198021
675968;A ;40;20182;1001957;206989
675969;A ;40;20182;1054724;198404
675978;A ;40;20182;1059467;122921
675980;B ;10;20182;991384;122939
675988;A ;18;20182;1023837;203009
675990;A ;45;20182;1069985;108448
675992;M ;52;20182;1110284;170861
675993;S ;53;20182;1110284;170861
675996;A ;60;20182;1109499;180521
675998;B ;40;20182;1042831;180521
676003;AB;4;20182;1039903;150096
676005;B ;45;20182;1042831;201243
676006;A ;45;20182;1035100;202061
676009;A ;80;20182;995037;128074
676010;B ;80;20182;995037;128074
676015;C ;10;20182;1042882;181498
676016;A ;30;20182;1036921;122530
676019;A ;40;20182;1034901;100889
676021;A ;60;20182;1097814;105414
676024;A ;40;20182;1109031;130303
676030;A ;40;20182;1078429;208299
676033;A ;10;20182;1106007;198781
676034;A ;30;20182;1111566;197327
676035;A ;30;20182;1090593;193798
676036;A ;10;20182;1081209;191809
676041;D ;50;20182;1107275;185001
676042;A ;40;20182;138282;185281
676043;A ;30;20182;1093550;128058
676044;A ;30;20182;1060422;128236
676052;A ;40;20182;137367;141097
676053;A ;35;20182;137367;141755
676054;C ;40;20182;1110799;141062
676060;A ;25;20182;1039971;141241
676061;A ;25;20182;1110195;141224
676062;A ;25;20182;1039971;141780
676067;G ;30;20182;1078127;188255
676076;A ;30;20182;1094106;124931
676079;E ;30;20182;1073702;188255
676081;F ;30;20182;1110527;188310
676082;F ;30;20182;1111221;188255
676083;B ;30;20182;1078127;188310
676085;E ;30;20182;1078127;188310
676096;A ;20;20182;137090;112666
676098;E ;30;20182;1112830;188336
676100;A ;20;20182;119024;169307
676102;A ;30;20182;1110594;188344
676103;F ;30;20182;1078127;188336
676105;H ;45;20182;1083881;188344
676106;K ;30;20182;1109880;188336
676111;C ;12;20182;1111035;206717
676117;A ;40;20182;677493;139301
676118;A ;20;20182;1107437;110213
676119;A ;15;20182;1060309;104957
676121;EE;1;20182;995452;202126
676123;GG;2;20182;1098993;202126
676147;B ;40;20182;134902;107689
676152;B ;15;20182;1110713;209171
676153;E ;25;20182;1107241;187208
676155;A ;30;20182;1103962;192741
676156;A ;40;20182;1109251;198421
676158;A ;25;20182;1050745;147010
676160;A ;30;20182;203408;147893
676173;B ;25;20182;1109171;192562
676178;B ;45;20182;139751;116297
676184;A ;40;20182;1043722;195855
676186;A ;40;20182;1109243;105686
676188;A ;50;20182;1055119;202291
676200;D ;40;20182;1035991;107689
676201;A ;40;20182;1016245;128091
676203;CM;4;20182;997315;150096
676212;TM;4;20182;879142;150096
676213;PR;4;20182;1017641;150096
676214;CP;4;20182;1114093;150096
676215;FC;4;20182;1032607;150096
676216;MM;4;20182;150461;150096
676217;CE;4;20182;131016;150096
676218;ZR;4;20182;1099124;150096
676219;E ;30;20182;1112058;107689
676229;FF;4;20182;1032607;202673
676230;EE;4;20182;148938;202673
676231;PP;4;20182;1107615;202673
676232;AB;35;20182;1114948;113018
676233;A ;40;20182;1109251;196754
676234;A ;30;20182;1100661;115843
676243;B ;41;20182;1096885;110582
676246;E ;10;20182;146994;154482
676254;B ;40;20182;1036491;208361
676256;JJ;4;20182;1043064;202673
676258;B ;50;20182;1113127;124966
676265;A ;30;20182;1063332;192597
676266;B ;110;20182;1072536;181374
676267;A ;45;20182;1100700;111520
676269;CM;4;20182;997315;146722
676270;EP;4;20182;1099426;146722
676272;PR;4;20182;1017641;146722
676273;PR;4;20182;1017641;150100
676274;B ;20;20182;1100661;102610
676277;N ;100;20182;1085280;132012
676278;B ;30;20182;137561;150037
676279;A ;50;20182;1097741;202240
676283;A ;20;20182;1109201;157538
676289;A ;20;20182;1039652;117994
676290;A ;20;20182;1098098;200212
676291;B ;20;20182;1057049;200212
676294;D ;20;20182;95915;200212
676302;FM;4;20182;1042149;150096
676317;D ;50;20182;141364;181307
676318;MF;4;20182;1101901;150100
676330;A ;30;20182;1013955;117579
676331;F ;40;20182;1064363;192015
676340;I ;10;20182;1032593;194689
676341;G ;10;20182;1032593;194735
676345;A ;30;20182;1033310;140406
676347;SS;4;20182;1039903;150096
676348;LE;4;20182;1103806;150096
676349;RV;4;20182;1099108;146722
676350;PB;4;20182;1084054;146722
676351;SR;4;20182;1046942;146722
676352;CM;4;20182;997315;150100
676353;WG;4;20182;1074776;150100
676354;IL;4;20182;147885;150100
676355;FM;4;20182;1042149;150100
676358;A ;30;20182;1035398;123293
676375;A ;25;20182;1105779;140716
676376;C ;25;20182;1110802;142999
676378;B ;25;20182;1105779;141526
676402;E ;50;20182;141364;181307
676405;A ;40;20182;732222;146404
676408;C ;16;20182;119024;112330
676409;E ;50;20182;1112775;191027
676419;B ;45;20182;146021;106186
676420;D ;50;20182;1113810;124966
676451;SS;4;20182;1092677;202673
676453;AK;4;20182;1076949;202673
676454;WR;4;20182;129500;150096
676455;DM;4;20182;1043064;150100
676458;E ;25;20182;1064487;142999
676461;A ;40;20182;1019180;128261
676462;B ;40;20182;1045890;194620
676469;A ;30;20182;1101951;209368
676483;G ;10;20182;1099639;157830
676484;G ;10;20182;1099639;157848
676485;G ;10;20182;1099639;157856
676499;A ;15;20182;1052641;118079
676500;A ;30;20182;1048741;209309
676514;C ;30;20182;1078127;184446
676525;B ;6;20182;1044117;205354
676543;B ;20;20182;1061836;203475
676544;H ;35;20182;1079221;200107
676548;I ;35;20182;1042220;200107
676592;K ;5;20182;1037773;194689
676593;Y ;5;20182;1037773;194760
676594;M ;5;20182;1037773;194743
676635;S ;5;20182;1103849;105911
676636;R ;10;20182;597155;101508
676667;Q ;5;20182;1037773;194751
676668;L ;5;20182;1037773;194735
676700;A ;20;20182;1026798;195243
676726;L ;2;20182;1109171;194689
676760;A ;40;20182;1094416;191639
676768;G ;5;20182;127531;194760
676783;P ;2;20182;1109171;194735
676791;P ;3;20182;1063901;194751
676871;CB;5;20181;1107909;111449
676872;CB;5;20181;1107909;157201
676873;CB;5;20181;1107909;156124
676879;A ;5;20181;22381;108740
676881;K ;5;20181;1018949;319104
676883;AC;5;20181;1010565;319104
676886;N ;5;20181;1048813;319112
676895;O ;5;20181;1048813;319112
676897;J ;5;20181;202282;319104
676909;J ;10;20181;1098942;350141
676923;C ;25;20181;1111124;100323
676924;B ;25;20181;1111124;110281
676925;C ;25;20181;1111124;110281
676927;F ;1;20181;1035363;340863
676960;G ;2;20181;124494;317829
676964;G ;25;20181;1110314;142280
676974;A ;15;20181;1107011;304620
676975;B ;1;20181;1014994;305723
676990;H ;2;20181;1048872;317829
677001;C ;10;20181;1060252;118745
677002;A ;30;20181;1030728;333042
677031;A ;2;20181;1009265;307084
677032;A ;2;20181;986798;307076
677035;A ;2;20181;1029321;306975
677036;A ;2;20181;1099043;306916
677037;A ;2;20181;1107054;306924
677038;A ;2;20181;1041738;306932
677039;A ;2;20181;1009265;306941
677040;G ;1;20181;1010557;379522
677041;A ;2;20181;986798;306959
677042;A ;2;20181;1009265;306967
677043;A ;2;20181;1017748;306983
677044;A ;2;20181;1077091;305791
677045;A ;2;20181;1110292;305782
677046;A ;2;20181;1048546;305804
677047;A ;2;20181;1048546;305871
677048;A ;2;20181;1048546;305812
677049;F ;1;20181;1057961;364771
677051;A ;20;20181;1008617;327930
677052;G ;40;20181;1050320;192015
677068;G ;5;20181;1088203;314358
677069;I ;1;20181;1035282;369683
677071;M ;2;20181;1053396;369691
677072;J ;1;20181;1011146;369683
677078;E ;25;20181;125903;327956
677080;E ;2;20181;149195;365637
677081;C ;4;20181;200719;342483
677082;K ;40;20181;1064363;192015
677084;M ;40;20181;1064363;192015
677087;P ;5;20181;151904;319112
677094;T ;1;20181;1096788;323314
677097;AI;1;20181;744026;194778
677101;K ;2;20181;1064223;347191
677112;A ;1;20181;152277;397628
677115;AJ;1;20181;1064363;194778
677121;P ;5;20181;1043145;382361
677122;P ;5;20181;1043145;382604
677131;C ;3;20181;875546;345881
677138;A ;15;20181;1084135;319813
677140;E ;4;20181;1109979;177652
677141;F ;1;20181;1013645;365637
677176;L ;5;20181;1064100;375055
677184;A ;25;20182;1084216;122211
677185;B ;25;20182;1034642;122211
677186;A ;40;20182;1034642;110485
677187;A ;40;20182;1100114;205494
677189;WG;4;20181;1074776;150096
677190;A ;60;20182;1078127;184560
677191;N ;1;20181;1027344;369691
677197;A ;20;20182;120791;165832
677198;A ;40;20182;777781;165212
677199;A ;20;20182;1021982;108995
677200;B ;20;20182;1021982;165808
677202;A ;40;20182;150339;115185
677203;A ;40;20182;1042955;115274
677204;A ;40;20182;1096036;113531
677206;A ;40;20182;1096044;113581
677207;A ;40;20182;1095498;113573
677208;A ;40;20182;1095455;113557
677209;A ;40;20182;1114611;113590
677210;A ;40;20182;1095323;119822
677211;B ;30;20182;917613;115924
677212;A ;40;20182;1114611;119849
677213;A ;40;20182;1100858;115215
677214;A ;30;20182;1065181;119831
677215;A ;40;20182;80071;119857
677216;A ;30;20182;1044982;206377
677217;A ;40;20182;1056948;115240
677218;A ;30;20182;1102079;122866
677219;A ;30;20182;1095234;122874
677220;A ;30;20182;1074504;106844
677221;A ;25;20182;1065181;128287
677222;A ;1;20181;1071602;197335
677248;A ;1;20181;1060724;310638
677249;A ;2;20181;1071874;301701
677250;D ;17;20181;1095919;310611
677251;EA;7;20181;1034413;142387
677252;EA;13;20181;1034413;142301
677258;B ;30;20182;1038460;145921
677260;A ;30;20182;140899;140783
677261;A ;25;20182;901105;150703
677287;A ;35;20181;1106937;128325
677289;B ;35;20181;1106937;128325
677291;B ;29;20181;121649;308102
677292;C ;35;20181;1106937;128325
677294;B ;29;20181;1048015;395153
677295;A ;35;20181;1071874;128333
677297;B ;29;20181;1062697;395161
677298;B ;35;20181;1071874;128333
677299;B ;29;20181;1025881;395137
677302;C ;35;20181;1071874;128333
677303;A ;35;20181;1042840;128341
677304;B ;35;20181;1081209;128341
677305;C ;35;20181;1081209;128341
677306;A ;35;20181;1038125;128350
677307;A ;35;20181;1089927;128368
677309;A ;35;20181;1017357;128376
677311;A ;35;20181;1099167;128384
677313;A ;35;20181;1084445;128392
677315;A ;35;20181;1084445;128406
677319;A ;35;20181;1109294;128414
677323;A ;10;20182;1055097;176290
677324;EX;2;20181;993174;369438
677325;A ;20;20181;1014994;308358
677338;A ;30;20182;504211;117927
677347;A ;40;20182;1094122;121681
677348;A ;40;20182;1094122;121665
677350;A ;40;20182;1017802;169374
677351;C ;20;20182;1091956;166961
677387;A ;20;20182;1059815;342866
677388;A ;20;20182;1040987;342840
677393;B ;30;20182;1103849;207764
677396;A ;40;20182;1094556;134635
677398;A ;40;20182;137405;135631
677399;A ;40;20182;1094866;134805
677400;A ;40;20182;994057;113883
677401;A ;40;20182;1059211;105694
677402;A ;40;20182;1054325;110434
677403;A ;30;20182;1059149;108855
677404;A ;40;20182;1017624;114031
677405;A ;40;20182;136832;134996
677406;A ;40;20182;1042670;105724
677407;A ;40;20182;1094866;105759
677408;A ;20;20182;1034472;120316
677409;A ;25;20182;743020;108987
677410;A ;32;20182;146340;112046
677411;A ;22;20182;1033824;112062
677412;B ;22;20182;676225;112062
677413;A ;40;20182;134198;112372
677414;A ;15;20182;1045083;112542
677415;B ;35;20182;149012;112593
677416;B ;40;20182;1046080;120286
677417;A ;5;20182;202282;112941
677419;C ;5;20182;716847;112941
677420;D ;5;20182;1107330;112941
677421;E ;5;20182;1098870;112941
677422;F ;5;20182;1076604;112941
677423;G ;5;20182;1070304;112941
677425;I ;5;20182;1107321;112941
677426;A ;5;20182;1030949;112640
677427;B ;5;20182;1037960;112640
677428;C ;5;20182;1075322;112640
677429;D ;5;20182;1107321;112640
677430;E ;5;20182;1018949;112640
677431;F ;5;20182;137090;112640
677432;G ;5;20182;1096648;112640
677433;H ;5;20182;1098870;112640
677434;I ;5;20182;1099159;112640
677435;A ;25;20182;1075322;112887
677436;G ;45;20182;145220;188344
677437;E ;2;20181;152862;321940
677438;A ;25;20182;1070304;118940
677439;A ;32;20182;148334;119997
677440;A ;15;20182;134198;201693
677441;A ;25;20182;1099159;201707
677442;A ;25;20182;1037960;201715
677443;A ;25;20182;1048813;205648
677444;A ;15;20182;1038320;208582
677445;A ;25;20182;131083;166049
677446;B ;25;20182;130303;166049
677447;A ;45;20182;1023080;208612
677448;A ;40;20182;1103148;166251
677449;B ;20;20182;1054350;112071
677450;A ;40;20182;612723;166201
677451;C ;30;20182;1078127;188344
677452;A ;40;20182;150061;166693
677453;A ;40;20182;1036785;201341
677454;A ;40;20182;1066471;122831
677455;A ;40;20182;1041193;166863
677456;A ;45;20182;1079808;120855
677459;A ;15;20182;648981;166472
677460;A ;10;20182;142514;303691
677461;A ;20;20182;1063669;163856
677561;A ;40;20181;137570;132179
677562;A ;40;20182;1060287;205851
677563;A ;2;20181;1050630;305952
677564;A ;2;20181;1063243;305961
677566;A ;35;20181;1090593;128490
677567;A ;12;20181;1055569;327972
677568;A ;4;20181;1051474;305910
677570;A ;2;20181;1050028;305928
677571;A ;40;20182;121649;205796
677572;C ;30;20182;1009842;184110
677573;A ;40;20182;1060287;205834
677574;F ;20;20182;1044851;162019
677575;G ;20;20182;1044851;162019
677580;A ;30;20182;994766;206687
677581;A ;30;20182;151114;166855
677596;A ;30;20182;131491;169358
677597;A ;40;20182;677191;166804
677599;A ;25;20182;141062;166791
677601;A ;8;20182;1044524;323730
677648;A ;20;20182;1083821;314714
677649;A ;20;20182;1037366;314731
677650;A ;20;20182;1064908;314196
677651;A ;20;20182;1079433;347591
677652;A ;20;20182;732222;347566
677653;A ;20;20182;1096435;347680
677654;A ;20;20182;1079433;327441
677658;A ;20;20182;1062239;347663
677674;A ;20;20182;1036106;107999
677676;A ;20;20182;148822;341134
677677;A ;45;20182;1107372;206229
677678;A ;30;20182;146706;118737
677679;A ;40;20182;1011049;102849
677680;D ;20;20182;1086561;120707
677681;A ;45;20182;1042891;206237
677682;C ;40;20181;1062697;395161
677683;A ;20;20182;1049046;142417
677687;A ;10;20182;1014366;303810
677688;A ;20;20182;1034413;142778
677690;A ;30;20182;80071;146382
677691;A ;30;20182;1064771;147885
677694;C ;20;20182;1049291;142956
677695;B ;30;20182;1065106;142905
677696;B ;30;20182;1048660;140805
677697;A ;30;20182;1049321;209287
677699;A ;40;20182;148385;133116
677703;A ;20;20182;151955;144177
677704;A ;2;20181;1050028;306029
677706;B ;40;20182;1063898;158127
677707;A ;40;20182;743241;205800
677708;A ;40;20182;1063898;101842
677709;A ;20;20182;1063898;144509
677710;A ;20;20182;1042441;128171
677711;A ;20;20182;151424;166154
677712;O ;100;20182;1070762;132012
677714;A ;30;20182;107158;176630
677715;A ;30;20182;1094971;169471
677719;AC;5;20182;1062239;341967
677720;AP;5;20182;1029231;341967
677721;RD;5;20182;148822;341967
677724;AM;19;20182;1064908;314722
677725;JV;18;20182;148741;315354
677726;WD;16;20182;1079433;314846
677727;SL;30;20182;1079433;341240
677728;A ;30;20182;1061925;188255
677731;A ;40;20182;1099400;140244
677732;A ;40;20182;1099400;140210
677735;PC;5;20182;1042751;341967
677736;PL;5;20182;1035665;341967
677738;AH;5;20182;1064908;341967
677739;D ;10;20182;1113941;168211
677740;PL;5;20182;1035665;342505
677741;AP;5;20182;1029231;342505
677742;RD;5;20182;148822;342505
677743;PC;5;20182;1042751;342505
677744;AH;5;20182;1064908;342505
677745;B ;20;20182;1064231;122289
677746;A ;40;20182;1050699;203823
677748;B ;30;20182;1109529;142328
677749;A ;40;20182;1102061;133043
677751;A ;40;20182;137570;132179
677752;A ;40;20182;137570;132977
677754;C ;30;20182;1103938;184128
677755;A ;30;20182;1103938;188328
677756;B ;30;20182;1078127;188328
677757;A ;40;20181;995541;395145
677758;A ;43;20182;994359;204633
677759;A ;15;20182;127833;123951
677760;A ;20;20182;139602;126004
677766;A ;12;20182;137871;118982
677767;A ;25;20182;992691;126306
677768;A ;20;20182;148334;119989
677771;A ;10;20182;147044;170828
677772;A ;22;20182;131024;316784
677773;C ;20;20182;1094203;168874
677775;A ;12;20182;1059866;316776
677777;A ;20;20182;137359;170852
677778;A ;15;20182;1027221;315877
677780;A ;25;20182;1019724;140660
677782;A ;25;20182;1110802;142948
677783;B ;25;20182;1063758;145858
677784;A ;30;20182;1045148;100269
677785;A ;30;20182;1112104;204099
677786;D ;1;20182;839302;108316
677787;A ;30;20182;994138;109908
677788;C ;35;20181;1070941;193755
677796;A ;15;20182;717177;107867
677799;D ;20;20182;140562;126519
677800;E ;30;20182;1114239;126519
677801;H ;15;20182;150509;126667
677802;A ;15;20182;147664;100927
677803;A ;40;20182;1043005;205435
677806;H ;15;20182;1070274;123153
677810;D ;25;20182;999342;125806
677812;A ;6;20182;150355;126527
677813;A ;15;20182;130389;205591
677816;A ;8;20182;152072;303895
677817;B ;40;20182;745723;204498
677818;A ;1;20182;997170;340871
677819;A ;15;20182;145122;122467
677820;A ;6;20182;997170;340693
677821;A ;4;20182;997170;340103
677822;A ;4;20182;1084062;303470
677823;C ;40;20182;999695;193704
677824;A ;25;20182;1084062;303500
677825;A ;2;20182;1084062;340863
677826;A ;4;20182;1084062;340731
677827;A ;20;20182;136719;340162
677828;A ;5;20182;129496;340758
677829;A ;15;20182;1084119;340057
677830;A ;1;20182;1084119;340707
677831;A ;15;20182;1084119;340081
677833;B ;15;20182;1035231;340707
677834;A ;20;20182;1038486;340456
677835;B ;2;20182;1038486;340693
677836;A ;3;20182;1038486;340791
677837;B ;10;20182;203408;340324
677838;B ;1;20182;1010352;340758
677840;C ;1;20182;1017268;340693
677841;B ;1;20182;1017268;303470
677842;C ;5;20182;1064304;303470
677843;A ;4;20182;1064304;340804
677844;A ;2;20182;1009451;340553
677845;A ;1;20182;1009451;342742
677846;A ;26;20182;1021052;342823
677847;A ;5;20182;1051865;340138
677848;B ;4;20182;97047;340804
677849;A ;3;20182;629898;342637
677850;D ;1;20182;629898;340693
677852;A ;10;20182;1069420;305049
677853;A ;10;20182;1057961;305073
677854;A ;10;20182;1045369;308889
677855;A ;10;20182;129496;342777
677857;D ;3;20182;1035231;303470
677859;A ;10;20182;993484;364444
677860;A ;45;20182;1027832;203840
677862;A ;45;20182;1027956;201375
677865;A ;45;20182;1027956;208256
677867;A ;10;20182;152617;364649
677868;A ;5;20182;147044;367273
677869;B ;25;20182;1016687;104175
677870;B ;25;20182;1028774;104183
677872;A ;10;20182;1011316;364614
677873;A ;10;20182;1011316;367281
677875;A ;10;20182;1011316;364771
677876;A ;40;20182;801089;120090
677877;C ;10;20182;987573;364592
677878;A ;18;20182;995592;123650
677879;B ;10;20182;1045369;364771
677880;B ;10;20182;1045369;364614
677881;A ;10;20182;1089048;208159
677882;A ;10;20182;147044;364665
677883;A ;30;20182;1019945;123919
677884;A ;5;20182;139637;323781
677885;A ;40;20182;1043242;119814
677887;E ;30;20182;1109456;121142
677888;C ;5;20182;1055917;367281
677891;C ;1;20182;1055917;364771
677893;A ;10;20182;1045148;395471
677895;A ;2;20182;146056;340740
677896;B ;2;20182;146056;340863
677897;B ;1;20182;146056;340871
677907;D ;30;20182;801089;121045
677914;A ;20;20182;1045857;165425
677915;A ;20;20182;151289;121932
677916;D ;10;20182;309141;364592
677917;B ;50;20182;1008480;185248
677918;B ;50;20182;152005;185205
677920;A ;50;20182;149055;185892
677932;B ;50;20182;1099388;187437
677936;C ;1;20181;1030728;333468
677938;B ;30;20182;1105469;115835
677939;A ;30;20182;149209;146374
677940;A ;40;20182;148652;111490
677941;B ;40;20182;1110926;141097
677942;C ;40;20182;1110926;141097
677944;A ;20;20182;1057944;120898
677945;B ;20;20182;1057944;120898
677947;A ;20;20182;1054805;102458
677949;A ;45;20182;1055364;203831
677950;A ;20;20182;1064193;107433
677951;A ;10;20182;801135;364622
677955;A ;25;20182;1037081;146242
677956;C ;30;20182;1109529;142328
677957;B ;30;20182;597155;203386
677958;A ;10;20182;987573;206318
677959;A ;60;20182;1042718;101117
677960;A ;60;20182;1064291;118869
677961;A ;20;20182;1065181;394971
677963;A ;20;20182;1043731;395013
677964;A ;20;20182;1037552;342441
677965;A ;20;20182;1049321;394980
677966;A ;20;20182;147729;394955
677967;A ;20;20182;134287;396168
677968;A ;2;20182;147729;398161
677969;A ;45;20182;1038168;120791
677970;A ;20;20182;1037757;395030
677971;B ;45;20182;1038168;120791
677972;A ;20;20182;1080172;121576
677975;A ;45;20182;1055089;120871
677976;A ;42;20182;993743;120944
677977;B ;2;20182;1035061;398161
677978;A ;20;20182;146528;120596
677979;A ;11;20182;1110942;179736
677980;A ;20;20182;1042645;201529
677990;A ;15;20181;1042726;101851
677991;A ;30;20182;1019864;101737
677996;B ;15;20182;1044800;149926
677997;A ;20;20182;200522;118559
677998;A ;20;20182;1034847;201782
677999;C ;30;20182;146625;188328
678003;ML;5;20182;1086545;147613
678005;A ;30;20182;138169;169455
678006;A ;20;20182;1060902;140597
678008;B ;40;20182;1084119;147249
678011;B ;40;20181;141402;124231
678012;B ;30;20182;1094106;124931
678017;C ;25;20182;148814;205907
678024;A ;50;20182;997048;125296
678025;A ;50;20182;117366;124907
678026;A ;20;20182;117366;124273
678027;A ;40;20182;146820;124460
678028;A ;25;20182;1110306;110779
678030;A ;20;20182;736881;106160
678031;B ;25;20182;1110306;110779
678032;A ;20;20182;131199;149462
678033;A ;40;20182;149101;141020
678034;B ;40;20182;149101;141020
678035;A ;40;20182;1062239;141046
678036;A ;20;20182;1100009;144151
678037;A ;25;20182;1055861;122955
678038;B ;25;20182;1055861;122955
678039;A ;20;20182;309141;170712
678040;B ;40;20182;1035398;205427
678041;A ;15;20182;867641;144193
678042;C ;1;20182;1084119;340863
678044;A ;12;20182;140473;338389
678045;A ;2;20182;140473;338206
678048;A ;40;20182;1110799;141011
678049;B ;40;20182;141402;124231
678050;A ;10;20182;731811;302325
678051;B ;5;20182;731811;338206
678052;A ;30;20182;201189;147575
678053;A ;30;20182;1102010;147567
678054;T ;5;20182;201324;147613
678058;A ;15;20182;1015907;110647
678059;B ;15;20182;1005588;110647
678060;C ;10;20182;1041665;110647
678062;A ;50;20182;151998;113743
678063;C ;50;20182;1066234;128066
678065;A ;50;20182;1037251;181871
678068;A ;50;20182;1048848;187810
678070;A ;35;20182;1095064;150649
678071;B ;35;20182;1095064;150649
678072;C ;35;20182;1096036;150649
678073;D ;35;20182;1111884;150649
678074;E ;35;20182;1111884;150649
678075;F ;35;20182;1111884;150649
678076;LG;4;20181;1042742;150096
678077;A ;30;20182;1103075;103187
678078;H ;35;20182;1096044;150649
678080;G ;35;20182;1095234;150649
678081;J ;35;20182;1095498;150649
678082;K ;35;20182;1051865;150649
678083;L ;35;20182;1095323;150649
678084;M ;35;20182;1095323;150649
678085;A ;35;20182;1095498;150762
678086;A ;30;20182;994791;205290
678087;B ;30;20182;1112104;145742
678090;B ;30;20182;1107712;201928
678091;A ;15;20182;1047795;338079
678092;A ;3;20182;1047795;394696
678093;G ;5;20182;1047795;338231
678095;A ;30;20182;137651;204382
678096;B ;10;20182;150703;168475
678097;N ;20;20182;751855;338303
678098;A ;2;20182;785971;394688
678099;A ;15;20182;1101706;120626
678100;C ;50;20182;1063561;181200
678103;B ;10;20182;1039652;154482
678104;A ;10;20182;1103024;154512
678105;E ;10;20182;1029312;154512
678107;B ;20;20182;1103024;154580
678108;A ;30;20182;1027778;135313
678110;A ;30;20182;1102885;135241
678111;A ;30;20182;1011910;135348
678112;A ;30;20182;1043081;135381
678113;A ;30;20182;1016491;135518
678114;A ;30;20181;1028197;135445
678115;A ;30;20182;1032402;135453
678116;A ;30;20182;1038133;135577
678117;A ;30;20182;1028197;135585
678118;A ;30;20182;1003836;135593
678119;A ;30;20182;1013769;135607
678120;A ;30;20182;763403;201154
678121;A ;20;20182;1042777;308455
678123;A ;10;20182;1026275;308463
678124;A ;30;20182;1059793;308471
678125;A ;15;20182;1029070;395528
678130;B ;20;20182;1036432;395528
678136;B ;10;20182;676012;308463
678142;A ;30;20182;141399;127141
678143;A ;30;20182;1055712;127167
678153;B ;30;20181;1109308;124150
678177;A ;25;20181;1041584;309028
678178;A ;50;20182;1027433;187798
678181;D ;30;20182;991899;187925
678183;E ;30;20182;991899;187925
678189;S ;25;20182;1075161;324833
678191;B ;15;20182;1044401;144100
678192;A ;30;20182;1036785;206326
678193;H ;1;20182;1054775;394688
678194;H ;1;20182;1054775;394696
678195;H ;1;20182;1054775;302163
678199;JJ;20;20182;1044630;114634
678205;B ;10;20182;1038168;206318
678208;A ;30;20182;769363;124516
678209;A ;30;20182;1079328;124362
678211;O ;25;20182;989479;394661
678212;R ;25;20182;136140;338303
678213;A ;60;20182;1071556;184306
678215;P ;20;20182;762032;394661
678222;C ;15;20182;1047434;319546
678227;A ;25;20182;1044893;122416
678231;B ;30;20182;1044893;126039
678232;A ;15;20182;1029134;155624
678234;A ;10;20182;1060422;305057
678235;A ;40;20182;1059891;207446
678236;A ;40;20182;1034511;205486
678237;E ;45;20182;202088;188328
678238;A ;50;20182;986640;181196
678239;B ;50;20182;995452;186015
678240;C ;50;20182;1010573;186236
678242;A ;50;20182;986640;202223
678243;A ;50;20182;1036289;186554
678244;H ;15;20182;1054775;308200
678245;A ;30;20182;1042751;146200
678246;C ;20;20182;1095455;150711
678247;A ;30;20182;139319;336157
678248;A ;20;20182;1023713;336262
678249;A ;20;20182;151297;335177
678250;A ;20;20182;763403;335231
678251;A ;20;20182;724840;335240
678253;A ;20;20182;510611;335266
678254;A ;20;20182;1017080;336076
678255;A ;20;20182;1051822;336122
678256;A ;20;20182;130249;335380
678257;A ;20;20182;1011910;335461
678258;A ;20;20182;1028707;335649
678259;A ;20;20182;1017438;335657
678260;A ;20;20182;1030647;335681
678288;A ;5;20182;1027956;102466
678295;G ;20;20182;1107372;119466
678298;A ;47;20182;1050699;120839
678300;A ;26;20182;993743;120936
678302;B ;15;20182;993743;208281
678303;A ;60;20182;1055941;120928
678304;A ;60;20182;1008994;128554
678305;B ;20;20182;1049291;142891
678306;B ;60;20182;1008994;128554
678307;A ;80;20182;1054651;128562
678308;B ;35;20182;1110233;124303
678309;B ;35;20182;1110233;124371
678310;B ;60;20182;1054651;128562
678324;E ;50;20182;1113232;202339
678327;BA;8;20182;1059858;369390
